cap-b3cd1b2fc0f1be29e2a9,277,mcr-2-312-rfa,external_source_record,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\content\toolkit\ledger.json,4cba228160ffe62b09f0bfb50fa0401eeb41ba9ec169b72b8746508e75cc7b0d,curated source metadata record present,file ledger; Surreal source reader implemented; current remote row not verified,resource,import_reconcile,GET /v1/mcp/resources?uri=source:cap-b3cd1b2fc0f1be29e2a9; POST /v1/mcp/resources/read,Phone: browse the versioned source record and open its recorded URL in the Advocatio resource/source view.,Scoped agent resource read of the versioned source record through the shared MCP client; URL retrieval remains separately authorized.,Existing remote source row and ledger custody; Task F ID/hash reconciliation pending; source metadata is not validated law.,Current remote row identity/content hash and currentness status are not independently verified here.,"Task F compare source ID, source hash, origin/version and remote row; then verify URL and authority/currentness separately.",Task F reconcile remote source row by ID/hash before any import or reuse; preserve ledger status and do not treat this record as legal validation.
cap-e30ba438565b77d0f9b2,278,mcr-2-313-compel,external_source_record,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\content\toolkit\ledger.json,4cba228160ffe62b09f0bfb50fa0401eeb41ba9ec169b72b8746508e75cc7b0d,curated source metadata record present,file ledger; Surreal source reader implemented; current remote row not verified,resource,import_reconcile,GET /v1/mcp/resources?uri=source:cap-e30ba438565b77d0f9b2; POST /v1/mcp/resources/read,Phone: browse the versioned source record and open its recorded URL in the Advocatio resource/source view.,Scoped agent resource read of the versioned source record through the shared MCP client; URL retrieval remains separately authorized.,Existing remote source row and ledger custody; Task F ID/hash reconciliation pending; source metadata is not validated law.,Current remote row identity/content hash and currentness status are not independently verified here.,"Task F compare source ID, source hash, origin/version and remote row; then verify URL and authority/currentness separately.",Task F reconcile remote source row by ID/hash before any import or reuse; preserve ledger status and do not treat this record as legal validation.
cap-6508cf537532c3433256,279,mcr-2-408-remote,external_source_record,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\content\toolkit\ledger.json,4cba228160ffe62b09f0bfb50fa0401eeb41ba9ec169b72b8746508e75cc7b0d,curated source metadata record present,file ledger; Surreal source reader implemented; current remote row not verified,resource,import_reconcile,GET /v1/mcp/resources?uri=source:cap-6508cf537532c3433256; POST /v1/mcp/resources/read,Phone: browse the versioned source record and open its recorded URL in the Advocatio resource/source view.,Scoped agent resource read of the versioned source record through the shared MCP client; URL retrieval remains separately authorized.,Existing remote source row and ledger custody; Task F ID/hash reconciliation pending; source metadata is not validated law.,Current remote row identity/content hash and currentness status are not independently verified here.,"Task F compare source ID, source hash, origin/version and remote row; then verify URL and authority/currentness separately.",Task F reconcile remote source row by ID/hash before any import or reuse; preserve ledger status and do not treat this record as legal validation.
cap-69c38673daf8d8d6b2d8,280,mcr-3-201-et-seq-domestic,external_source_record,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\content\toolkit\ledger.json,4cba228160ffe62b09f0bfb50fa0401eeb41ba9ec169b72b8746508e75cc7b0d,curated source metadata record present,file ledger; Surreal source reader implemented; current remote row not verified,resource,import_reconcile,GET /v1/mcp/resources?uri=source:cap-69c38673daf8d8d6b2d8; POST /v1/mcp/resources/read,Phone: browse the versioned source record and open its recorded URL in the Advocatio resource/source view.,Scoped agent resource read of the versioned source record through the shared MCP client; URL retrieval remains separately authorized.,Existing remote source row and ledger custody; Task F ID/hash reconciliation pending; source metadata is not validated law.,Current remote row identity/content hash and currentness status are not independently verified here.,"Task F compare source ID, source hash, origin/version and remote row; then verify URL and authority/currentness separately.",Task F reconcile remote source row by ID/hash before any import or reuse; preserve ledger status and do not treat this record as legal validation.
cap-f6746e44db6f9d058c81,281,mcr-3-215-referee-hearings,external_source_record,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\content\toolkit\ledger.json,4cba228160ffe62b09f0bfb50fa0401eeb41ba9ec169b72b8746508e75cc7b0d,curated source metadata record present,file ledger; Surreal source reader implemented; current remote row not verified,resource,import_reconcile,GET /v1/mcp/resources?uri=source:cap-f6746e44db6f9d058c81; POST /v1/mcp/resources/read,Phone: browse the versioned source record and open its recorded URL in the Advocatio resource/source view.,Scoped agent resource read of the versioned source record through the shared MCP client; URL retrieval remains separately authorized.,Existing remote source row and ledger custody; Task F ID/hash reconciliation pending; source metadata is not validated law.,Current remote row identity/content hash and currentness status are not independently verified here.,"Task F compare source ID, source hash, origin/version and remote row; then verify URL and authority/currentness separately.",Task F reconcile remote source row by ID/hash before any import or reuse; preserve ledger status and do not treat this record as legal validation.
cap-9a574c92d72c62308bda,282,mcr-current-compilation,external_source_record,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\content\toolkit\ledger.json,4cba228160ffe62b09f0bfb50fa0401eeb41ba9ec169b72b8746508e75cc7b0d,curated source metadata record present,file ledger; Surreal source reader implemented; current remote row not verified,resource,import_reconcile,GET /v1/mcp/resources?uri=source:cap-9a574c92d72c62308bda; POST /v1/mcp/resources/read,Phone: browse the versioned source record and open its recorded URL in the Advocatio resource/source view.,Scoped agent resource read of the versioned source record through the shared MCP client; URL retrieval remains separately authorized.,Existing remote source row and ledger custody; Task F ID/hash reconciliation pending; source metadata is not validated law.,Current remote row identity/content hash and currentness status are not independently verified here.,"Task F compare source ID, source hash, origin/version and remote row; then verify URL and authority/currentness separately.",Task F reconcile remote source row by ID/hash before any import or reuse; preserve ledger status and do not treat this record as legal validation.
cap-3280abeefc2ef04f8440,283,mcsf-2025-manual,external_source_record,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\content\toolkit\ledger.json,4cba228160ffe62b09f0bfb50fa0401eeb41ba9ec169b72b8746508e75cc7b0d,curated source metadata record present,file ledger; Surreal source reader implemented; current remote row not verified,resource,import_reconcile,GET /v1/mcp/resources?uri=source:cap-3280abeefc2ef04f8440; POST /v1/mcp/resources/read,Phone: browse the versioned source record and open its recorded URL in the Advocatio resource/source view.,Scoped agent resource read of the versioned source record through the shared MCP client; URL retrieval remains separately authorized.,Existing remote source row and ledger custody; Task F ID/hash reconciliation pending; source metadata is not validated law.,Current remote row identity/content hash and currentness status are not independently verified here.,"Task F compare source ID, source hash, origin/version and remote row; then verify URL and authority/currentness separately.",Task F reconcile remote source row by ID/hash before any import or reuse; preserve ledger status and do not treat this record as legal validation.
cap-3b76579a35cf67c6bb1a,284,mcsf-2025-supplement,external_source_record,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\content\toolkit\ledger.json,4cba228160ffe62b09f0bfb50fa0401eeb41ba9ec169b72b8746508e75cc7b0d,curated source metadata record present,file ledger; Surreal source reader implemented; current remote row not verified,resource,import_reconcile,GET /v1/mcp/resources?uri=source:cap-3b76579a35cf67c6bb1a; POST /v1/mcp/resources/read,Phone: browse the versioned source record and open its recorded URL in the Advocatio resource/source view.,Scoped agent resource read of the versioned source record through the shared MCP client; URL retrieval remains separately authorized.,Existing remote source row and ledger custody; Task F ID/hash reconciliation pending; source metadata is not validated law.,Current remote row identity/content hash and currentness status are not independently verified here.,"Task F compare source ID, source hash, origin/version and remote row; then verify URL and authority/currentness separately.",Task F reconcile remote source row by ID/hash before any import or reuse; preserve ledger status and do not treat this record as legal validation.
cap-579a4772ab6b889f9b2c,285,mdhhs-cw-law-manual,external_source_record,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\content\toolkit\ledger.json,4cba228160ffe62b09f0bfb50fa0401eeb41ba9ec169b72b8746508e75cc7b0d,curated source metadata record present,file ledger; Surreal source reader implemented; current remote row not verified,resource,import_reconcile,GET /v1/mcp/resources?uri=source:cap-579a4772ab6b889f9b2c; POST /v1/mcp/resources/read,Phone: browse the versioned source record and open its recorded URL in the Advocatio resource/source view.,Scoped agent resource read of the versioned source record through the shared MCP client; URL retrieval remains separately authorized.,Existing remote source row and ledger custody; Task F ID/hash reconciliation pending; source metadata is not validated law.,Current remote row identity/content hash and currentness status are not independently verified here.,"Task F compare source ID, source hash, origin/version and remote row; then verify URL and authority/currentness separately.",Task F reconcile remote source row by ID/hash before any import or reuse; preserve ledger status and do not treat this record as legal validation.
cap-9e537f95c57b96605de4,286,mdhhs-ivd-1-15-family-violence,external_source_record,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\content\toolkit\ledger.json,4cba228160ffe62b09f0bfb50fa0401eeb41ba9ec169b72b8746508e75cc7b0d,curated source metadata record present,file ledger; Surreal source reader implemented; current remote row not verified,resource,import_reconcile,GET /v1/mcp/resources?uri=source:cap-9e537f95c57b96605de4; POST /v1/mcp/resources/read,Phone: browse the versioned source record and open its recorded URL in the Advocatio resource/source view.,Scoped agent resource read of the versioned source record through the shared MCP client; URL retrieval remains separately authorized.,Existing remote source row and ledger custody; Task F ID/hash reconciliation pending; source metadata is not validated law.,Current remote row identity/content hash and currentness status are not independently verified here.,"Task F compare source ID, source hash, origin/version and remote row; then verify URL and authority/currentness separately.",Task F reconcile remote source row by ID/hash before any import or reuse; preserve ledger status and do not treat this record as legal validation.
cap-8f8b2215d7392de8c589,287,mdhhs-ocs-policy-landing,external_source_record,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\content\toolkit\ledger.json,4cba228160ffe62b09f0bfb50fa0401eeb41ba9ec169b72b8746508e75cc7b0d,curated source metadata record present,file ledger; Surreal source reader implemented; current remote row not verified,resource,import_reconcile,GET /v1/mcp/resources?uri=source:cap-8f8b2215d7392de8c589; POST /v1/mcp/resources/read,Phone: browse the versioned source record and open its recorded URL in the Advocatio resource/source view.,Scoped agent resource read of the versioned source record through the shared MCP client; URL retrieval remains separately authorized.,Existing remote source row and ledger custody; Task F ID/hash reconciliation pending; source metadata is not validated law.,Current remote row identity/content hash and currentness status are not independently verified here.,"Task F compare source ID, source hash, origin/version and remote row; then verify URL and authority/currentness separately.",Task F reconcile remote source row by ID/hash before any import or reuse; preserve ledger status and do not treat this record as legal validation.
cap-4bf55137346621cdfabb,288,mdhhs-olm-cps-index,external_source_record,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\content\toolkit\ledger.json,4cba228160ffe62b09f0bfb50fa0401eeb41ba9ec169b72b8746508e75cc7b0d,curated source metadata record present,file ledger; Surreal source reader implemented; current remote row not verified,resource,import_reconcile,GET /v1/mcp/resources?uri=source:cap-4bf55137346621cdfabb; POST /v1/mcp/resources/read,Phone: browse the versioned source record and open its recorded URL in the Advocatio resource/source view.,Scoped agent resource read of the versioned source record through the shared MCP client; URL retrieval remains separately authorized.,Existing remote source row and ledger custody; Task F ID/hash reconciliation pending; source metadata is not validated law.,Current remote row identity/content hash and currentness status are not independently verified here.,"Task F compare source ID, source hash, origin/version and remote row; then verify URL and authority/currentness separately.",Task F reconcile remote source row by ID/hash before any import or reuse; preserve ledger status and do not treat this record as legal validation.
cap-b7ce468431e1dd3875af,289,michigan-child-custody-act,external_source_record,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\content\toolkit\ledger.json,4cba228160ffe62b09f0bfb50fa0401eeb41ba9ec169b72b8746508e75cc7b0d,curated source metadata record present,file ledger; Surreal source reader implemented; current remote row not verified,resource,import_reconcile,GET /v1/mcp/resources?uri=source:cap-b7ce468431e1dd3875af; POST /v1/mcp/resources/read,Phone: browse the versioned source record and open its recorded URL in the Advocatio resource/source view.,Scoped agent resource read of the versioned source record through the shared MCP client; URL retrieval remains separately authorized.,Existing remote source row and ledger custody; Task F ID/hash reconciliation pending; source metadata is not validated law.,Current remote row identity/content hash and currentness status are not independently verified here.,"Task F compare source ID, source hash, origin/version and remote row; then verify URL and authority/currentness separately.",Task F reconcile remote source row by ID/hash before any import or reuse; preserve ledger status and do not treat this record as legal validation.
cap-9f202b852a51e78b031d,290,michigan-eavesdropping-and-recordings,external_source_record,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\content\toolkit\ledger.json,4cba228160ffe62b09f0bfb50fa0401eeb41ba9ec169b72b8746508e75cc7b0d,curated source metadata record present,file ledger; Surreal source reader implemented; current remote row not verified,resource,import_reconcile,GET /v1/mcp/resources?uri=source:cap-9f202b852a51e78b031d; POST /v1/mcp/resources/read,Phone: browse the versioned source record and open its recorded URL in the Advocatio resource/source view.,Scoped agent resource read of the versioned source record through the shared MCP client; URL retrieval remains separately authorized.,Existing remote source row and ledger custody; Task F ID/hash reconciliation pending; source metadata is not validated law.,Current remote row identity/content hash and currentness status are not independently verified here.,"Task F compare source ID, source hash, origin/version and remote row; then verify URL and authority/currentness separately.",Task F reconcile remote source row by ID/hash before any import or reuse; preserve ledger status and do not treat this record as legal validation.
cap-111ccc43c4002ce8c2f5,291,michigan-foc-act,external_source_record,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\content\toolkit\ledger.json,4cba228160ffe62b09f0bfb50fa0401eeb41ba9ec169b72b8746508e75cc7b0d,curated source metadata record present,file ledger; Surreal source reader implemented; current remote row not verified,resource,import_reconcile,GET /v1/mcp/resources?uri=source:cap-111ccc43c4002ce8c2f5; POST /v1/mcp/resources/read,Phone: browse the versioned source record and open its recorded URL in the Advocatio resource/source view.,Scoped agent resource read of the versioned source record through the shared MCP client; URL retrieval remains separately authorized.,Existing remote source row and ledger custody; Task F ID/hash reconciliation pending; source metadata is not validated law.,Current remote row identity/content hash and currentness status are not independently verified here.,"Task F compare source ID, source hash, origin/version and remote row; then verify URL and authority/currentness separately.",Task F reconcile remote source row by ID/hash before any import or reuse; preserve ledger status and do not treat this record as legal validation.
cap-b83828975df476a6d5d0,292,michigan-icwa-mifpa,external_source_record,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\content\toolkit\ledger.json,4cba228160ffe62b09f0bfb50fa0401eeb41ba9ec169b72b8746508e75cc7b0d,curated source metadata record present,file ledger; Surreal source reader implemented; current remote row not verified,resource,import_reconcile,GET /v1/mcp/resources?uri=source:cap-b83828975df476a6d5d0; POST /v1/mcp/resources/read,Phone: browse the versioned source record and open its recorded URL in the Advocatio resource/source view.,Scoped agent resource read of the versioned source record through the shared MCP client; URL retrieval remains separately authorized.,Existing remote source row and ledger custody; Task F ID/hash reconciliation pending; source metadata is not validated law.,Current remote row identity/content hash and currentness status are not independently verified here.,"Task F compare source ID, source hash, origin/version and remote row; then verify URL and authority/currentness separately.",Task F reconcile remote source row by ID/hash before any import or reuse; preserve ledger status and do not treat this record as legal validation.
cap-c3071df6b7301575a077,293,michigan-mcr-2-310-rfp,external_source_record,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\content\toolkit\ledger.json,4cba228160ffe62b09f0bfb50fa0401eeb41ba9ec169b72b8746508e75cc7b0d,curated source metadata record present,file ledger; Surreal source reader implemented; current remote row not verified,resource,import_reconcile,GET /v1/mcp/resources?uri=source:cap-c3071df6b7301575a077; POST /v1/mcp/resources/read,Phone: browse the versioned source record and open its recorded URL in the Advocatio resource/source view.,Scoped agent resource read of the versioned source record through the shared MCP client; URL retrieval remains separately authorized.,Existing remote source row and ledger custody; Task F ID/hash reconciliation pending; source metadata is not validated law.,Current remote row identity/content hash and currentness status are not independently verified here.,"Task F compare source ID, source hash, origin/version and remote row; then verify URL and authority/currentness separately.",Task F reconcile remote source row by ID/hash before any import or reuse; preserve ledger status and do not treat this record as legal validation.
cap-b5b8527102f52cf41993,294,michigan-mcr-2-312-rfa,external_source_record,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\content\toolkit\ledger.json,4cba228160ffe62b09f0bfb50fa0401eeb41ba9ec169b72b8746508e75cc7b0d,curated source metadata record present,file ledger; Surreal source reader implemented; current remote row not verified,resource,import_reconcile,GET /v1/mcp/resources?uri=source:cap-b5b8527102f52cf41993; POST /v1/mcp/resources/read,Phone: browse the versioned source record and open its recorded URL in the Advocatio resource/source view.,Scoped agent resource read of the versioned source record through the shared MCP client; URL retrieval remains separately authorized.,Existing remote source row and ledger custody; Task F ID/hash reconciliation pending; source metadata is not validated law.,Current remote row identity/content hash and currentness status are not independently verified here.,"Task F compare source ID, source hash, origin/version and remote row; then verify URL and authority/currentness separately.",Task F reconcile remote source row by ID/hash before any import or reuse; preserve ledger status and do not treat this record as legal validation.
cap-a2a9d041fd06ddbc8ecd,295,michigan-mcr-2-313-compel-sanctions,external_source_record,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\content\toolkit\ledger.json,4cba228160ffe62b09f0bfb50fa0401eeb41ba9ec169b72b8746508e75cc7b0d,curated source metadata record present,file ledger; Surreal source reader implemented; current remote row not verified,resource,import_reconcile,GET /v1/mcp/resources?uri=source:cap-a2a9d041fd06ddbc8ecd; POST /v1/mcp/resources/read,Phone: browse the versioned source record and open its recorded URL in the Advocatio resource/source view.,Scoped agent resource read of the versioned source record through the shared MCP client; URL retrieval remains separately authorized.,Existing remote source row and ledger custody; Task F ID/hash reconciliation pending; source metadata is not validated law.,Current remote row identity/content hash and currentness status are not independently verified here.,"Task F compare source ID, source hash, origin/version and remote row; then verify URL and authority/currentness separately.",Task F reconcile remote source row by ID/hash before any import or reuse; preserve ledger status and do not treat this record as legal validation.
cap-e79510fc18c5d522d3f4,296,michigan-mcr-3-2xx-domestic-relations,external_source_record,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\content\toolkit\ledger.json,4cba228160ffe62b09f0bfb50fa0401eeb41ba9ec169b72b8746508e75cc7b0d,curated source metadata record present,file ledger; Surreal source reader implemented; current remote row not verified,resource,import_reconcile,GET /v1/mcp/resources?uri=source:cap-e79510fc18c5d522d3f4; POST /v1/mcp/resources/read,Phone: browse the versioned source record and open its recorded URL in the Advocatio resource/source view.,Scoped agent resource read of the versioned source record through the shared MCP client; URL retrieval remains separately authorized.,Existing remote source row and ledger custody; Task F ID/hash reconciliation pending; source metadata is not validated law.,Current remote row identity/content hash and currentness status are not independently verified here.,"Task F compare source ID, source hash, origin/version and remote row; then verify URL and authority/currentness separately.",Task F reconcile remote source row by ID/hash before any import or reuse; preserve ledger status and do not treat this record as legal validation.
cap-cf295d38b3cebd9a2f82,297,michigan-mcr-motion-practice,external_source_record,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\content\toolkit\ledger.json,4cba228160ffe62b09f0bfb50fa0401eeb41ba9ec169b72b8746508e75cc7b0d,curated source metadata record present,file ledger; Surreal source reader implemented; current remote row not verified,resource,import_reconcile,GET /v1/mcp/resources?uri=source:cap-cf295d38b3cebd9a2f82; POST /v1/mcp/resources/read,Phone: browse the versioned source record and open its recorded URL in the Advocatio resource/source view.,Scoped agent resource read of the versioned source record through the shared MCP client; URL retrieval remains separately authorized.,Existing remote source row and ledger custody; Task F ID/hash reconciliation pending; source metadata is not validated law.,Current remote row identity/content hash and currentness status are not independently verified here.,"Task F compare source ID, source hash, origin/version and remote row; then verify URL and authority/currentness separately.",Task F reconcile remote source row by ID/hash before any import or reuse; preserve ledger status and do not treat this record as legal validation.
cap-cd9f79ed23d47026b224,298,michigan-mre-guide,external_source_record,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\content\toolkit\ledger.json,4cba228160ffe62b09f0bfb50fa0401eeb41ba9ec169b72b8746508e75cc7b0d,curated source metadata record present,file ledger; Surreal source reader implemented; current remote row not verified,resource,import_reconcile,GET /v1/mcp/resources?uri=source:cap-cd9f79ed23d47026b224; POST /v1/mcp/resources/read,Phone: browse the versioned source record and open its recorded URL in the Advocatio resource/source view.,Scoped agent resource read of the versioned source record through the shared MCP client; URL retrieval remains separately authorized.,Existing remote source row and ledger custody; Task F ID/hash reconciliation pending; source metadata is not validated law.,Current remote row identity/content hash and currentness status are not independently verified here.,"Task F compare source ID, source hash, origin/version and remote row; then verify URL and authority/currentness separately.",Task F reconcile remote source row by ID/hash before any import or reuse; preserve ledger status and do not treat this record as legal validation.
cap-582f077c145515cc9bd3,299,michigan-ppo-and-dv-statutes,external_source_record,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\content\toolkit\ledger.json,4cba228160ffe62b09f0bfb50fa0401eeb41ba9ec169b72b8746508e75cc7b0d,curated source metadata record present,file ledger; Surreal source reader implemented; current remote row not verified,resource,import_reconcile,GET /v1/mcp/resources?uri=source:cap-582f077c145515cc9bd3; POST /v1/mcp/resources/read,Phone: browse the versioned source record and open its recorded URL in the Advocatio resource/source view.,Scoped agent resource read of the versioned source record through the shared MCP client; URL retrieval remains separately authorized.,Existing remote source row and ledger custody; Task F ID/hash reconciliation pending; source metadata is not validated law.,Current remote row identity/content hash and currentness status are not independently verified here.,"Task F compare source ID, source hash, origin/version and remote row; then verify URL and authority/currentness separately.",Task F reconcile remote source row by ID/hash before any import or reuse; preserve ledger status and do not treat this record as legal validation.
cap-9abaf8920e1360416f4e,300,michigan-privilege-and-confidentiality,external_source_record,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\content\toolkit\ledger.json,4cba228160ffe62b09f0bfb50fa0401eeb41ba9ec169b72b8746508e75cc7b0d,curated source metadata record present,file ledger; Surreal source reader implemented; current remote row not verified,resource,import_reconcile,GET /v1/mcp/resources?uri=source:cap-9abaf8920e1360416f4e; POST /v1/mcp/resources/read,Phone: browse the versioned source record and open its recorded URL in the Advocatio resource/source view.,Scoped agent resource read of the versioned source record through the shared MCP client; URL retrieval remains separately authorized.,Existing remote source row and ledger custody; Task F ID/hash reconciliation pending; source metadata is not validated law.,Current remote row identity/content hash and currentness status are not independently verified here.,"Task F compare source ID, source hash, origin/version and remote row; then verify URL and authority/currentness separately.",Task F reconcile remote source row by ID/hash before any import or reuse; preserve ledger status and do not treat this record as legal validation.
cap-ba6fad8074ad5c0d4a8d,301,michigan-revocation-of-paternity,external_source_record,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\content\toolkit\ledger.json,4cba228160ffe62b09f0bfb50fa0401eeb41ba9ec169b72b8746508e75cc7b0d,curated source metadata record present,file ledger; Surreal source reader implemented; current remote row not verified,resource,import_reconcile,GET /v1/mcp/resources?uri=source:cap-ba6fad8074ad5c0d4a8d; POST /v1/mcp/resources/read,Phone: browse the versioned source record and open its recorded URL in the Advocatio resource/source view.,Scoped agent resource read of the versioned source record through the shared MCP client; URL retrieval remains separately authorized.,Existing remote source row and ledger custody; Task F ID/hash reconciliation pending; source metadata is not validated law.,Current remote row identity/content hash and currentness status are not independently verified here.,"Task F compare source ID, source hash, origin/version and remote row; then verify URL and authority/currentness separately.",Task F reconcile remote source row by ID/hash before any import or reuse; preserve ledger status and do not treat this record as legal validation.
cap-d5dc832bbf2ead6d5ec5,302,michigan-sptea,external_source_record,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\content\toolkit\ledger.json,4cba228160ffe62b09f0bfb50fa0401eeb41ba9ec169b72b8746508e75cc7b0d,curated source metadata record present,file ledger; Surreal source reader implemented; current remote row not verified,resource,import_reconcile,GET /v1/mcp/resources?uri=source:cap-d5dc832bbf2ead6d5ec5; POST /v1/mcp/resources/read,Phone: browse the versioned source record and open its recorded URL in the Advocatio resource/source view.,Scoped agent resource read of the versioned source record through the shared MCP client; URL retrieval remains separately authorized.,Existing remote source row and ledger custody; Task F ID/hash reconciliation pending; source metadata is not validated law.,Current remote row identity/content hash and currentness status are not independently verified here.,"Task F compare source ID, source hash, origin/version and remote row; then verify URL and authority/currentness separately.",Task F reconcile remote source row by ID/hash before any import or reuse; preserve ledger status and do not treat this record as legal validation.
cap-3c04ebafe77f73fd4f39,303,michigan-uccjea,external_source_record,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\content\toolkit\ledger.json,4cba228160ffe62b09f0bfb50fa0401eeb41ba9ec169b72b8746508e75cc7b0d,curated source metadata record present,file ledger; Surreal source reader implemented; current remote row not verified,resource,import_reconcile,GET /v1/mcp/resources?uri=source:cap-3c04ebafe77f73fd4f39; POST /v1/mcp/resources/read,Phone: browse the versioned source record and open its recorded URL in the Advocatio resource/source view.,Scoped agent resource read of the versioned source record through the shared MCP client; URL retrieval remains separately authorized.,Existing remote source row and ledger custody; Task F ID/hash reconciliation pending; source metadata is not validated law.,Current remote row identity/content hash and currentness status are not independently verified here.,"Task F compare source ID, source hash, origin/version and remote row; then verify URL and authority/currentness separately.",Task F reconcile remote source row by ID/hash before any import or reuse; preserve ledger status and do not treat this record as legal validation.
cap-c441294b6395b26df6a3,304,michigan-uifsa,external_source_record,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\content\toolkit\ledger.json,4cba228160ffe62b09f0bfb50fa0401eeb41ba9ec169b72b8746508e75cc7b0d,curated source metadata record present,file ledger; Surreal source reader implemented; current remote row not verified,resource,import_reconcile,GET /v1/mcp/resources?uri=source:cap-c441294b6395b26df6a3; POST /v1/mcp/resources/read,Phone: browse the versioned source record and open its recorded URL in the Advocatio resource/source view.,Scoped agent resource read of the versioned source record through the shared MCP client; URL retrieval remains separately authorized.,Existing remote source row and ledger custody; Task F ID/hash reconciliation pending; source metadata is not validated law.,Current remote row identity/content hash and currentness status are not independently verified here.,"Task F compare source ID, source hash, origin/version and remote row; then verify URL and authority/currentness separately.",Task F reconcile remote source row by ID/hash before any import or reuse; preserve ledger status and do not treat this record as legal validation.
